"lsoa11cd","CAUTH18NM","lsoa11nm","IMD.2010.adjusted","National.quintile1","National.decile2","imd_rank","GOR.CODE","GOR.NAME","IMD.SCORE","RANK.OF.IMD.SCORE..where.1.is.most.deprived.","INCOME.SCORE","RANK.OF.INCOME.SCORE..where.1.is.most.deprived.","EMPLOYMENT.SCORE","RANK.OF.EMPLOYMENT.SCORE..where.1.is.most.deprived.","HEALTH.DEPRIVATION.AND.DISABILITY.SCORE","RANK.OF.HEALTH.DEPRIVATION.AND.DISABILITY.SCORE..where.1.is.most.deprived.","EDUCATION.SKILLS.AND.TRAINING.SCORE","RANK.OF.EDUCATION.SKILLS.AND.TRAINING.SCORE..where.1.is.most.deprived.","BARRIERS.TO.HOUSING.AND.SERVICES.SCORE","RANK.OF.BARRIERS.TO.HOUSING.AND.SERVICES.SCORE..where.1.is.most.deprived.","CRIME.AND.DISORDER.SCORE","RANK.OF.CRIME.SCORE..where.1.is.most.deprived.","LIVING.ENVIRONMENT.SCORE","RANK.OF.LIVING.ENVIRONMENT.SCORE..where.1.is.most.deprived.","Indoors.Sub.domain.Score","Indoors.Sub.domain.Rank..where.1.is.most.deprived.","Outdoors.Sub.domain.Score","Outdoors.Sub.domain.Rank..where.1.is.most.deprived.","Geographical.Barriers.Sub.domain.Score","Geographical.Barriers.Sub.domain.Rank..where.1.is.most.deprived.","Wider.Barriers.Sub.domain.Score","Wider.Barriers.Sub.domain.Rank..where.1.is.most.deprived.","Children.Young.People.Sub.domain.Score","Children.Young.People.Sub.domain.Rank..where.1.is.most.deprived.","Skills.Sub.domain.Score","Skills.Sub.domain.Rank..where.1.is.most.deprived.","IDACI.score","Rank.of.IDACI..where.1.is.most.deprived.","IDAOPI.score","Rank.of.IDAOPI..where.1.is.most.deprived."
"E01004854","Greater Manchester","Bolton 023D",37.79,1,2,5293,"B","North West",37.79,5250,0.3,3780,0.16,5823,0.83,5606,41.05,5036,12.13,25525,-0.62,25027,60.45,1051,70.1,1137,41.15,5075,0.01,32463,24.25,11039,5.34,25661,76.75,745,0.28,8872,0.57,589
"E01004855","Greater Manchester","Bolton 027B",34.17,1,2,6565,"B","North West",34.17,6498,0.19,9393,0.14,7165,1.17,2993,31.35,7856,13.26,24280,0.97,3830,41.38,4624,54.6,2639,14.93,16770,9.31,21527,17.2,15153,31.12,8080,31.59,7910,0.22,11953,0.29,7717
"E01004856","Greater Manchester","Bolton 027C",40.25,1,2,4519,"B","North West",40.25,4494,0.28,4489,0.17,4903,0.89,5111,45.81,3965,14.5,22891,0.97,3907,42.28,4368,54.35,2673,18.12,14540,9.52,21326,19.47,13689,41.3,5038,50.32,3267,0.36,6133,0.33,5722
"E01004857","Greater Manchester","Bolton 027D",49.02,1,1,2368,"B","North West",49.02,2374,0.3,3624,0.19,3298,1.57,1243,46.38,3858,13.57,23924,1.09,2969,54.56,1755,50.34,3263,62.99,1703,7.62,23200,19.51,13663,49.51,3399,43.26,4593,0.4,4616,0.32,5877
"E01004858","Greater Manchester","Bolton 032A",42.42,1,2,3872,"B","North West",42.42,3853,0.23,6673,0.19,3368,1.53,1364,31.53,7792,9.93,27764,1.33,1568,37.87,5646,32.23,7678,49.13,3462,4.1,27112,15.77,16153,36.23,6386,26.84,9822,0.23,11176,0.36,4481
"E01004859","Greater Manchester","Bolton 032B",56.7,1,1,1181,"B","North West",56.7,1185,0.4,1202,0.26,972,2.05,304,39.3,5477,9.32,28356,1.25,1941,19.19,14439,17.23,15131,23.1,11627,2.15,29551,16.49,15643,39.23,5553,39.36,5519,0.56,1154,0.52,982
"E01004860","Greater Manchester","Bolton 032C",34.48,1,2,6463,"B","North West",34.48,6398,0.17,10915,0.16,5473,1.24,2564,30.41,8196,8.58,29011,0.98,3811,39.89,5042,33.94,7098,51.78,3040,2.32,29328,14.84,16838,28.44,9130,32.37,7630,0.19,13584,0.22,11947
"E01004861","Greater Manchester","Bolton 033A",63.78,1,1,533,"B","North West",63.78,543,0.41,1069,0.26,891,1.7,899,65.94,1187,11.21,26513,1.59,735,42.83,4217,53.32,2815,21.84,12308,4.72,26382,17.71,14814,53.18,2834,78.7,650,0.48,2648,0.49,1313
"E01004862","Greater Manchester","Bolton 033B",63.04,1,1,586,"B","North West",63.04,596,0.39,1327,0.28,597,1.92,461,53.04,2710,10.08,27632,2.21,75,22.73,12117,11.29,19722,45.61,4105,2.77,28745,17.39,15027,52.81,2888,53.27,2822,0.48,2609,0.4,3006
"E01004863","Greater Manchester","Bolton 033C",62.35,1,1,625,"B","North West",62.35,636,0.37,1830,0.26,1018,1.95,420,63.86,1378,14.1,23334,0.75,6090,67.9,457,70.53,1108,62.64,1736,12.25,18894,15.95,16021,63.17,1686,64.56,1563,0.48,2567,0.44,2180
"E01004864","Greater Manchester","Bolton 008A",23.17,2,4,11927,"B","North West",23.17,11806,0.14,13592,0.12,9907,0.45,9740,27.24,9513,13.26,24271,-0.29,20588,39.67,5105,44.29,4372,30.43,8339,10.87,20088,15.65,16237,28.97,8915,25.51,10429,0.13,18296,0.24,10539
"E01004865","Greater Manchester","Bolton 011D",35.81,1,2,5992,"B","North West",35.81,5936,0.22,7084,0.16,5609,1.45,1600,31.51,7802,8.1,29398,0.41,10328,39.67,5106,47.27,3789,24.47,10932,0.13,32299,16.07,15937,43.39,4564,19.63,13593,0.23,11401,0.37,4150
"E01004866","Greater Manchester","Bolton 011E",64.94,1,1,461,"B","North West",64.94,475,0.43,771,0.3,425,1.97,396,40.83,5105,12.03,25671,2.95,10,23.18,11861,18.81,14100,31.92,7789,3.64,27670,20.42,13116,32.6,7551,49.05,3475,0.48,2689,0.52,939
"E01004867","Greater Manchester","Bolton 008B",38.11,1,2,5181,"B","North West",38.11,5141,0.22,7239,0.18,4249,1.41,1757,34.26,6866,8.08,29410,0.51,8940,44.98,3652,58.53,2158,17.87,14706,0.15,32263,16,15986,28.6,9066,39.91,5378,0.24,10897,0.3,6844
"E01004868","Greater Manchester","Bolton 015A",40.84,1,2,4329,"B","North West",40.84,4311,0.22,7116,0.15,5861,0.97,4367,32.12,7575,10.27,27458,1.79,393,56.05,1547,70.13,1135,27.88,9369,1.71,30126,18.83,14089,39.2,5562,25.04,10654,0.33,7205,0.27,8622
"E01004869","Greater Manchester","Bolton 015B",52.06,1,1,1837,"B","North West",52.06,1841,0.34,2644,0.24,1402,1.6,1156,47.68,3595,9.61,28085,-0.18,19014,65.94,593,78.44,662,40.94,5126,0.11,32325,19.11,13914,50.06,3309,45.31,4165,0.46,3029,0.43,2347
"E01004870","Greater Manchester","Bolton 015C",56.55,1,1,1202,"B","North West",56.55,1208,0.33,2825,0.25,1207,1.85,580,24.65,10726,13.41,24117,1.58,754,63.43,776,71.91,1019,46.48,3937,2.42,29194,24.39,10969,16.36,15731,32.94,7434,0.35,6350,0.38,3749
"E01004871","Greater Manchester","Bolton 015D",38.03,1,2,5209,"B","North West",38.03,5167,0.3,3564,0.14,6986,1,4136,42.05,4784,15.85,21358,-1.49,31401,59.97,1094,73.27,936,33.36,7291,10.48,20443,21.22,12653,41.08,5092,43.02,4645,0.42,3992,0.38,3676
"E01004872","Greater Manchester","Bolton 029B",39.5,1,2,4737,"B","North West",39.5,4707,0.23,6976,0.16,5685,1.36,1970,39.82,5357,7.37,29964,0.97,3856,49.01,2753,39.28,5541,68.47,1252,0.15,32265,14.58,17035,30.74,8222,48.9,3501,0.34,6733,0.3,6928
"E01004873","Greater Manchester","Bolton 029C",50.65,1,1,2061,"B","North West",50.65,2065,0.33,2797,0.2,2700,1.38,1879,57.09,2165,11.16,26577,0.75,6068,58.73,1229,64.11,1602,47.97,3664,5.74,25220,16.57,15583,62.2,1777,51.98,3009,0.49,2343,0.37,4229
"E01004874","Greater Manchester","Bolton 033D",34,2,3,6620,"B","North West",34,6553,0.2,8374,0.16,5346,1.24,2546,24.8,10647,11.34,26393,0.64,7310,39.35,5203,46.57,3919,24.89,10725,11.16,19836,11.52,19515,24.6,10866,24.99,10678,0.24,10776,0.26,9319
"E01004875","Greater Manchester","Bolton 029D",24.36,2,4,11174,"B","North West",24.36,11054,0.13,14081,0.1,12302,0.69,6979,16.75,15710,6.34,30674,1.05,3272,37.45,5785,27.7,9446,56.97,2340,2.95,28516,9.73,21133,10.73,20212,22.77,11801,0.21,12488,0.17,16461
"E01004876","Greater Manchester","Bolton 033E",43.45,1,2,3599,"B","North West",43.45,3589,0.3,3898,0.21,2372,1.53,1350,34.03,6929,10.34,27382,1.01,3578,18.19,15173,18.07,14573,18.43,14343,4.17,27032,16.52,15622,34.8,6822,33.26,7325,0.41,4248,0.36,4488
"E01004877","Greater Manchester","Bolton 025D",65.01,1,1,456,"B","North West",65.01,470,0.48,304,0.3,471,2.01,340,62.87,1479,14.06,23379,0.36,11059,33.69,7072,36.64,6267,27.79,9406,11.6,19444,16.52,15619,58.68,2141,67.06,1358,0.6,827,0.49,1316
"E01004878","Greater Manchester","Bolton 023E",29.57,2,3,8465,"B","North West",29.57,8375,0.17,10251,0.13,8726,0.98,4311,27.91,9220,11.57,26175,0.53,8709,42.07,4420,39.1,5586,48.01,3657,6.08,24842,17.06,15250,17.22,15142,38.59,5721,0.2,12814,0.28,7786
"E01004879","Greater Manchester","Bolton 025E",44.88,1,1,3250,"B","North West",44.88,3248,0.36,2005,0.21,2375,1.37,1897,46.49,3839,14.12,23312,0.08,15092,19.77,14015,19.18,13868,20.95,12808,11.78,19297,16.47,15656,50.59,3223,42.39,4785,0.38,5425,0.46,1811
"E01004880","Greater Manchester","Bolton 029E",14.85,3,6,18586,"B","North West",14.85,18387,0.11,16793,0.08,15763,0.75,6372,13.56,18350,6.53,30547,-0.52,23782,6.65,26894,6.98,23867,5.97,24958,6.35,24548,6.72,24148,13.55,17834,13.57,17814,0.17,14764,0.14,19010
"E01004881","Greater Manchester","Bolton 004B",36.02,1,2,5918,"B","North West",36.02,5862,0.23,6532,0.17,4582,1.44,1635,29.4,8563,6.87,30325,-0.1,17758,42.77,4235,34.27,6993,59.79,2021,0.13,32301,13.61,17789,32.84,7466,25.97,10217,0.29,8669,0.33,5607
"E01004882","Greater Manchester","Bolton 007C",14.69,3,6,18741,"B","North West",14.69,18539,0.09,19321,0.08,16213,0.54,8654,15.2,16942,9.66,28034,-0.53,23919,18,15323,17.41,15010,19.19,13865,7.17,23670,12.15,18980,16.79,15432,13.6,17790,0.06,26116,0.26,9502
"E01004883","Greater Manchester","Bolton 007D",13.71,4,7,19779,"B","North West",13.71,19576,0.08,21512,0.07,18206,0.27,12096,11,20620,12.65,24963,-0.39,22080,31.16,8022,27.19,9664,39.09,5590,15.77,16156,9.53,21322,10.23,20666,11.77,19306,0.12,18791,0.14,19374
"E01004884","Greater Manchester","Bolton 007E",14.58,3,6,18841,"B","North West",14.58,18638,0.03,31143,0.05,24632,0.05,15243,1.26,31460,19.94,16544,2.13,105,5.58,28165,6.62,24250,3.49,27844,36.54,6295,3.35,28023,0.61,31618,1.91,29863,0,31987,0.06,30589
"E01004885","Greater Manchester","Bolton 014B",10.48,4,8,23632,"B","North West",10.48,23403,0.02,31975,0.03,30530,-0.3,20299,1.91,30723,23.41,12959,1.35,1463,7.07,26362,5.02,26036,11.17,19821,40.25,5295,6.57,24304,1.28,30706,2.55,29026,0.02,31243,0.04,31852
"E01004886","Greater Manchester","Bolton 014C",31.01,2,3,7823,"B","North West",31.01,7748,0.21,8004,0.15,6026,1.21,2717,25.2,10445,20.64,15807,-0.41,22313,27.06,9831,26.82,9831,27.53,9515,27.48,9537,13.8,17638,25.19,10580,25.2,10577,0.28,8898,0.27,8807
"E01004887","Greater Manchester","Bolton 014D",29.51,2,3,8493,"B","North West",29.51,8404,0.21,8025,0.17,4642,1.18,2907,15.63,16576,21.68,14685,-0.34,21244,13.26,19503,12.09,19029,15.6,16274,34.22,7009,9.15,21680,14.77,16889,16.49,15641,0.26,9742,0.23,11455
"E01004888","Greater Manchester","Bolton 004C",16.83,3,6,16810,"B","North West",16.83,16634,0.12,15717,0.12,10033,0.45,9738,13.8,18119,19.36,17183,-1.08,29325,4.7,29183,3.94,27297,6.2,24707,28.49,9110,10.23,20666,14.02,17463,13.59,17804,0.13,18026,0.18,15298
"E01004889","Greater Manchester","Bolton 004D",23.98,2,4,11416,"B","North West",23.98,11289,0.2,8679,0.12,9642,0.69,7013,28.43,8998,13.48,24025,-0.46,22997,15.73,17199,12.72,18505,21.74,12362,16,15985,10.96,20007,29.12,8853,27.73,9429,0.25,10208,0.25,10123
"E01004890","Greater Manchester","Bolton 004E",17.24,3,5,16416,"B","North West",17.24,16243,0.09,18861,0.1,13440,0.78,6119,8.25,23352,8.28,29265,-0.48,23252,32.62,7454,30.28,8398,37.3,6077,4.6,26523,11.96,19141,6.14,24776,10.37,20543,0.11,19412,0.16,17010
"E01004891","Greater Manchester","Bolton 028A",14.03,3,6,19412,"B","North West",14.03,19205,0.08,20334,0.08,15775,0.3,11751,10.23,21358,15.37,21913,-1.47,31355,29.12,8876,11.78,19297,63.8,1629,22.7,11838,8.04,22775,8.56,22261,11.89,19195,0.05,27112,0.18,15463
"E01004892","Greater Manchester","Bolton 030A",12.57,4,7,21082,"B","North West",12.57,20879,0.06,24916,0.08,15543,0.29,11858,7.38,24345,13.07,24491,0.05,15674,16.45,16603,5.79,25157,37.76,5948,23.37,11488,2.76,28758,4.93,26139,9.83,21037,0.04,29903,0.1,25256
"E01004893","Greater Manchester","Bolton 028B",4.84,5,10,30532,"B","North West",4.84,30211,0.04,30039,0.05,24867,-0.24,19445,4.85,27256,11.87,25840,-1.4,31082,6.67,26868,1.84,29956,16.34,15750,19.7,13551,4.05,27167,3.76,27520,5.94,24996,0.04,29387,0.06,30417
"E01004894","Greater Manchester","Bolton 028C",17.69,3,5,16042,"B","North West",17.69,15866,0.12,15078,0.08,15568,0.53,8736,13.03,18786,7.34,29982,-0.27,20292,34.62,6732,30.2,8427,43.46,4549,5.96,24967,8.71,22110,10.25,20654,15.81,16121,0.16,15786,0.22,11704
"E01004895","Greater Manchester","Bolton 031B",28.63,2,3,8934,"B","North West",28.63,8835,0.18,9833,0.14,6861,1.24,2537,32.91,7317,8.8,28823,-1.2,30101,26.2,10253,20.05,13337,38.51,5744,4.82,26266,12.78,18455,35.88,6490,29.95,8526,0.23,11182,0.3,6914
"E01004896","Greater Manchester","Bolton 030B",10.05,4,8,24200,"B","North West",10.05,23959,0.05,28138,0.08,17047,0.39,10489,4.37,27822,24.02,12337,-1.51,31474,1.97,31763,0.79,31372,4.33,26836,45.75,4077,2.29,29361,4.53,26604,4.21,26981,0.04,28814,0.06,29767
"E01004897","Greater Manchester","Bolton 020E",17.17,3,6,16480,"B","North West",17.17,16308,0.05,26836,0.05,23966,0.13,14121,8.23,23372,32.62,5488,1.56,807,6.73,26784,5.84,25103,8.51,22304,58.06,2212,7.18,23662,9.95,20923,6.51,24367,0.06,26515,0.08,27472
"E01004899","Greater Manchester","Bolton 030C",21.14,3,5,13286,"B","North West",21.14,13155,0.13,13830,0.12,9768,0.53,8786,11.13,20497,28.42,8434,-0.75,26430,23.55,11659,9.88,20989,50.88,3177,47.16,3809,9.68,21183,10.69,20253,11.58,19467,0.2,13083,0.15,18429
"E01004900","Greater Manchester","Bolton 030D",18,3,5,15748,"B","North West",18,15579,0.07,22633,0.05,24253,0.46,9694,6.76,25101,15.59,21652,2.36,46,5.36,28413,4.09,27116,7.9,22920,24.21,11059,6.97,23879,7.12,23719,6.39,24497,0.09,22454,0.19,14421
"E01004901","Greater Manchester","Bolton 028E",6.66,5,9,28525,"B","North West",6.66,28226,0.05,26788,0.06,21230,0.11,14387,3.16,29231,10.04,27686,-1.31,30657,5,28832,3,28459,8.99,21833,17.05,15256,3.02,28432,1.84,29959,4.48,26655,0.06,26386,0.13,21054
"E01004902","Greater Manchester","Bolton 032D",36,1,2,5924,"B","North West",36,5868,0.19,9434,0.14,7316,1.18,2955,26.3,9928,11.05,26684,2.35,51,23.49,11692,25.07,10640,20.33,13174,6.08,24841,16.03,15970,27.11,9700,25.49,10439,0.26,9668,0.25,9982
"E01004903","Greater Manchester","Bolton 034A",12.29,4,7,21405,"B","North West",12.29,21194,0.03,30481,0.05,23689,0.33,11334,12.03,19691,22.33,14037,0.67,6886,9.22,23810,3.98,27255,19.69,13553,39.12,5583,5.54,25434,3.6,27714,20.45,13099,0.04,29763,0.07,28501
"E01004904","Greater Manchester","Bolton 034B",19.87,3,5,14221,"B","North West",19.87,14083,0.11,16331,0.1,12589,0.6,7978,15.49,16697,25.76,10685,0.11,14688,15.63,17281,18.18,14507,10.53,20399,43.59,4521,7.94,22881,15.49,16353,15.48,16362,0.15,16330,0.19,14439
"E01004905","Greater Manchester","Bolton 034C",31.14,2,3,7770,"B","North West",31.14,7696,0.19,9151,0.16,5744,0.93,4743,30.25,8254,11.93,25779,0.06,15446,42.57,4286,35.52,6599,56.66,2377,9.6,21256,14.26,17274,24.39,10973,36.11,6423,0.23,11480,0.27,8784
"E01004906","Greater Manchester","Bolton 032E",41.08,1,2,4251,"B","North West",41.08,4237,0.24,6100,0.2,3026,1.69,920,29.2,8680,10.7,27024,0.78,5684,33.34,7189,31.97,7772,36.09,6427,4.7,26405,16.71,15492,21.47,12515,36.92,6184,0.27,9496,0.36,4607
"E01004907","Greater Manchester","Bolton 034D",33.58,2,3,6777,"B","North West",33.58,6713,0.22,7483,0.15,6237,0.91,4923,43.64,4414,23.1,13262,-0.4,22196,38.36,5504,45.52,4123,24.05,11140,31.21,8049,15,16716,40.12,5327,47.16,3809,0.27,9529,0.28,7863
"E01004908","Greater Manchester","Bolton 034E",22.75,2,4,12180,"B","North West",22.75,12051,0.13,14529,0.12,9412,0.91,4844,19.66,13617,9.29,28390,-0.04,16989,26.55,10076,17.59,14889,44.45,4340,10.26,20643,8.32,22490,14.06,17434,25.25,10551,0.2,12815,0.12,21400
"E01004909","Greater Manchester","Bolton 034F",32.47,2,3,7205,"B","North West",32.47,7143,0.21,8050,0.15,6169,1.14,3191,26.17,9988,15.45,21817,0.61,7699,30.8,8168,30.87,8172,30.65,8256,15.64,16245,15.26,16522,22.81,11781,29.53,8688,0.31,7920,0.2,13626
"E01004910","Greater Manchester","Bolton 034G",18.92,3,5,14968,"B","North West",18.92,14822,0.12,15721,0.1,12186,0.33,11351,20.04,13364,20.13,16372,-0.25,20034,21.39,12948,26.05,10176,12.07,19050,31.24,8037,9.02,21805,12.18,18950,27.9,9357,0.14,16900,0.18,14931
"E01004911","Greater Manchester","Bolton 024A",36.46,1,2,5758,"B","North West",36.46,5708,0.21,8031,0.19,3436,1.22,2662,36.04,6339,8.1,29397,0.07,15274,43.6,4015,40.75,5171,49.3,3433,1.87,29909,14.33,17225,30.51,8309,41.56,4977,0.25,10510,0.28,7815
"E01004912","Greater Manchester","Bolton 024B",23.39,2,4,11782,"B","North West",23.39,11660,0.08,20045,0.1,11863,0.64,7577,19.28,13862,6.84,30342,1.74,463,12.32,20409,9.25,21587,18.47,14318,4.49,26651,9.2,21638,16.65,15534,21.92,12266,0.12,19205,0.14,19814
"E01004913","Greater Manchester","Bolton 024C",23.52,2,4,11692,"B","North West",23.52,11569,0.15,12636,0.11,11698,0.81,5767,27.34,9473,15.89,21312,-0.05,17036,26.22,10244,20.35,13159,37.95,5894,21.98,12228,9.79,21079,25.6,10389,29.09,8867,0.19,13943,0.26,9056
"E01004914","Greater Manchester","Bolton 024D",12.62,4,7,21015,"B","North West",12.62,20813,0.07,22802,0.08,16242,0.51,9020,14.08,17887,18.68,18008,-1.45,31274,5.39,28382,4.33,26835,7.51,23320,29.63,8650,7.72,23096,9.17,21658,18.99,13989,0.07,25281,0.12,21895
"E01004915","Greater Manchester","Bolton 024E",13.19,4,7,20367,"B","North West",13.19,20165,0.07,23163,0.09,14263,0.72,6644,14.97,17122,7.88,29569,-1.38,30979,5.14,28673,4.14,27065,7.14,23706,6.29,24608,9.47,21381,12.94,18320,17,15291,0.09,22087,0.1,24956
"E01004916","Greater Manchester","Bolton 024F",30.1,2,3,8230,"B","North West",30.1,8153,0.22,7623,0.14,6758,0.95,4503,28.29,9053,8.95,28678,-0.18,18910,39.34,5206,48.97,3489,20.07,13329,5.09,25949,12.8,18438,23.82,11259,32.77,7492,0.3,8145,0.27,8542
"E01004917","Greater Manchester","Bolton 019F",24.52,2,4,11075,"B","North West",24.52,10956,0.15,11814,0.12,10020,0.63,7614,27.77,9273,25.34,11080,0.01,16129,18.02,15306,21.52,12486,11.03,19943,36.72,6243,13.97,17501,33.81,7142,21.73,12366,0.23,11352,0.22,11693
"E01004918","Greater Manchester","Bolton 024G",10.68,4,8,23353,"B","North West",10.68,23123,0.05,27648,0.07,18006,0.41,10250,11.14,20486,16.4,20712,-0.97,28471,9.96,22947,6.27,24634,17.36,15047,20.95,12810,11.86,19228,4.63,26485,17.66,14846,0,32168,0.11,23010
"E01004919","Greater Manchester","Bolton 012D",9.59,4,8,24798,"B","North West",9.59,24549,0.06,24892,0.06,21180,0.2,13120,7.82,23854,5.34,31239,-0.28,20433,15.39,17486,12.53,18664,21.12,12710,6.4,24489,4.28,26899,6.88,23979,8.75,22066,0.06,26171,0.1,25180
"E01004920","Greater Manchester","Bolton 012E",24.82,2,4,10890,"B","North West",24.82,10775,0.16,11020,0.15,6539,0.84,5553,25.5,10305,12.59,25032,-0.06,17208,9.28,23735,10.38,20535,7.1,23743,15.35,16456,9.83,21037,37.5,6021,13.51,17863,0.23,11508,0.17,16392
"E01004921","Greater Manchester","Bolton 008C",19.41,3,5,14580,"B","North West",19.41,14440,0.11,17013,0.12,10176,0.54,8676,19.06,14027,7.72,29684,-0.34,21239,28.41,9192,28.5,9105,28.22,9223,1.29,30690,14.15,17364,10.95,20016,27.16,9677,0.08,23186,0.23,11503
"E01004922","Greater Manchester","Bolton 015E",37.19,1,2,5497,"B","North West",37.19,5453,0.26,5311,0.17,4507,1.15,3098,34.67,6744,8.64,28959,0.31,11782,43.67,4000,59.18,2086,12.64,18566,0.58,31665,16.71,15491,28.97,8912,40.37,5264,0.29,8401,0.35,4785
"E01004923","Greater Manchester","Bolton 018E",20.71,3,5,13603,"B","North West",20.71,13466,0.13,14474,0.1,12573,0.6,7983,14.21,17763,8.82,28803,0.06,15504,40.52,4854,51.09,3144,19.36,13758,4.3,26869,13.33,18007,17.2,15153,11.22,19779,0.16,15881,0.22,11890
"E01004924","Greater Manchester","Bolton 008D",13.48,4,7,20027,"B","North West",13.48,19824,0.03,31183,0.05,24223,0.03,15507,3.3,29083,16.08,21077,1.77,410,6.78,26725,3.47,27871,13.39,17957,30.11,8462,2.05,29682,4.61,26501,1.98,29764,0.02,31322,0.05,30881
"E01004925","Greater Manchester","Bolton 008E",12.66,4,7,20973,"B","North West",12.66,20771,0.07,22092,0.08,17775,0.41,10277,12.02,19694,5.83,30977,-0.76,26496,23,11970,20.1,13311,28.8,8983,4.83,26246,6.82,24038,11.12,19870,12.93,18330,0.07,24860,0.14,19400
"E01004926","Greater Manchester","Bolton 010B",59.63,1,1,855,"B","North West",59.63,856,0.4,1232,0.25,1252,1.89,509,64.73,1299,10.15,27559,1.59,736,12.92,19829,7.47,23360,23.81,11262,2.43,29183,17.86,14713,82.66,480,46.81,3875,0.51,1957,0.51,1070
"E01004927","Greater Manchester","Bolton 010C",65.14,1,1,449,"B","North West",65.14,462,0.43,705,0.31,362,1.99,364,62.84,1487,11.18,26545,0.49,9212,48.28,2908,52.65,2910,39.54,5474,4.14,27065,18.23,14473,59.07,2098,66.6,1394,0.6,834,0.44,2178
"E01004928","Greater Manchester","Bolton 017C",38.27,1,2,5139,"B","North West",38.27,5098,0.22,7205,0.17,4833,1.19,2824,46.92,3763,7.29,30027,0.27,12314,51.88,2178,67.2,1347,21.25,12637,0.34,31998,14.23,17301,55.34,2542,38.5,5745,0.31,7707,0.31,6573
"E01004929","Greater Manchester","Bolton 010D",39.77,1,2,4658,"B","North West",39.77,4632,0.26,5216,0.17,4354,1.08,3570,46.95,3758,9.77,27912,0.97,3849,32.32,7585,28.1,9275,40.76,5169,5.63,25333,13.92,17545,52.4,2947,41.5,4992,0.33,7055,0.36,4556
"E01004930","Greater Manchester","Bolton 017D",16.91,3,6,16731,"B","North West",16.91,16559,0.09,19987,0.09,15192,0.63,7610,22.3,12021,7.22,30072,-0.01,16461,18.13,15220,17.57,14902,19.25,13827,6.96,23893,7.47,23354,23.8,11268,20.81,12893,0.12,19323,0.13,20242
"E01004931","Greater Manchester","Bolton 017E",42.27,1,2,3915,"B","North West",42.27,3899,0.26,5178,0.18,3914,1.34,2053,47.99,3542,7,30217,1.23,2069,25.62,10539,27.09,9708,22.68,11852,4.43,26723,9.58,21275,47.05,3830,48.93,3497,0.29,8512,0.36,4352
"E01004932","Greater Manchester","Bolton 017F",37.15,1,2,5512,"B","North West",37.15,5466,0.18,9996,0.16,5779,0.69,7016,31.94,7636,9.05,28596,1.37,1395,63.67,758,80.55,567,29.92,8537,0.73,31450,17.37,15040,34.24,7002,29.64,8644,0.22,12207,0.24,10307
"E01004933","Greater Manchester","Bolton 035A",13.43,4,7,20074,"B","North West",13.43,19871,0.08,21501,0.07,18626,0.5,9148,12.92,18881,20.91,15530,-0.52,23741,10.67,22176,10.54,20383,10.91,20050,29.2,8822,12.62,18588,12.62,18584,13.21,18102,0.11,19531,0.11,23651
"E01004934","Greater Manchester","Bolton 035B",24.32,2,4,11200,"B","North West",24.32,11080,0.15,12300,0.11,11489,0.41,10224,15.98,16293,27.38,9273,1.3,1736,2.96,30964,0.41,31904,8.07,22743,46.32,3967,8.44,22375,22.77,11803,9.2,21638,0.25,10213,0,27054
"E01004935","Greater Manchester","Bolton 035C",14.2,3,6,19214,"B","North West",14.2,19006,0.09,18603,0.08,16447,0.57,8389,13.82,18097,10.46,27271,-0.79,26807,14.99,17855,11.77,19306,21.44,12532,13.6,17794,7.33,23504,13.63,17766,14.02,17467,0.1,21094,0.21,12530
"E01004936","Greater Manchester","Bolton 031C",11.94,4,7,21803,"B","North West",11.94,21590,0.08,21599,0.07,18138,0.38,10607,10.15,21421,6.09,30824,-0.8,26875,19.38,14277,19.32,13781,19.51,13667,1.7,30135,10.49,20435,7,23846,13.3,18033,0.07,24684,0.2,13730
"E01004937","Greater Manchester","Bolton 035D",9.15,4,8,25418,"B","North West",9.15,25159,0.04,28351,0.06,21382,0.15,13777,7.37,24352,16.28,20857,-0.42,22365,13.73,19057,9.37,21469,22.45,11977,27.55,9508,5.02,26034,9.21,21625,5.54,25442,0.05,28431,0.1,24632
"E01004938","Greater Manchester","Bolton 031D",49.05,1,1,2365,"B","North West",49.05,2371,0.33,2751,0.24,1506,1.51,1424,55.7,2326,12.54,25089,-0.1,17843,39.74,5087,34.5,6917,50.22,3282,11.84,19242,13.24,18077,62.21,1776,49.18,3454,0.42,4061,0.42,2608
"E01004939","Greater Manchester","Bolton 031E",26.37,2,4,10054,"B","North West",26.37,9951,0.16,11298,0.18,4222,0.78,6103,18.29,14566,14.77,22577,-0.35,21459,20.09,13782,13.35,17996,33.57,7221,21.35,12579,8.18,22634,15.68,16218,20.9,12841,0.16,15614,0.21,12677
